Request ID,Formulation ID,Base Polymer,Key Additives,Cost (₹/kg),UL94 Rating,Tensile (MPa),LOI (%),RoHS,REACH,Recommendation,AI Confidence
RND154,FORM_20260131_013030,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND155,FORM_20260131_013030,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND156,FORM_20260131_013031,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND157,FORM_20260131_013031,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND158,FORM_20260131_013031,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",82,V-0,44,32,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND159,FORM_20260131_013032,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND160,FORM_20260131_013032,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND161,FORM_20260131_013032,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND162,FORM_20260131_013033,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND163,FORM_20260131_013033,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",82,V-0,44,32,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND164,FORM_20260131_013033,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND165,FORM_20260131_013034,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND166,FORM_20260131_013034,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND167,FORM_20260131_013034,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND168,FORM_20260131_013035,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND169,FORM_20260131_013035,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND170,FORM_20260131_013035,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND171,FORM_20260131_013036,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND172,FORM_20260131_013036,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND173,FORM_20260131_013036,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND174,FORM_20260131_013037,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",82,V-0,44,32,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND175,FORM_20260131_013037,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND176,FORM_20260131_013037,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",82,V-0,44,32,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND177,FORM_20260131_013038,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND178,FORM_20260131_013038,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND179,FORM_20260131_013038,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND180,FORM_20260131_013039,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND181,FORM_20260131_013039,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND182,FORM_20260131_013039,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND183,FORM_20260131_013040,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",82,V-0,44,32,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND184,FORM_20260131_013040,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND185,FORM_20260131_013040,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND186,FORM_20260131_013041,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND187,FORM_20260131_013041,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND188,FORM_20260131_013041,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND189,FORM_20260131_013042,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND190,FORM_20260131_013042,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",82,V-0,44,32,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND191,FORM_20260131_013042,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND192,FORM_20260131_013043,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND193,FORM_20260131_013043,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND194,FORM_20260131_013043,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND195,FORM_20260131_013044,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",82,V-0,44,32,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND196,FORM_20260131_013044,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND197,FORM_20260131_013044,PVC K67,"ATH, Zinc Borate, Calcium Zinc Stabilizer",76,V-1,42,30,True,True,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND198,FORM_20260131_013045,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
RND199,FORM_20260131_013045,PVC K67,"ATH, Antimony Trioxide, Calcium Zinc Stabilizer",88,V-0,44,32,True,Restricted - Authorization required,PROCEED TO PILOT BATCH - Formulation meets requirements,LOW
RND200,FORM_20260131_013045,PVC K70,"Calcium Carbonate, Calcium Zinc Stabilizer, TiO2",58,HB,50,22,True,True,PROCEED WITH CAUTION - Review compliance restrictions,LOW
